id,objective_id,title_en_GB
557,176,imagine any object as a machine that he/she is trying to sell at the market
558,176,imagine PE mats as magic carpets that fly to different places
559,177,déan dráma ina dtarlaíonn easaontas i measc grúpa páistí ag imirt cluiche ‘hopscotch’
560,177,"in a drama about a family situation, experience the anger and frustration arising from a conflict over changing the television channel"
561,177,"using the ‘mantle of the expert’, the teacher helps the children to enter into the fiction by reading a letter from Lord Caernarfon inviting them to Egypt on a dig for Tutankhamun’s tomb"
562,177,"while accepting a commitment to the fictional consequences, take on the task of creating a welcome for members of a rival tribe whose help is needed in building a dolmen"
563,178,"Aengus knows that Patrick is holy and doesn’t want to disturb his prayers, but when Patrick stakes Aengus’ foot by mistake enact what happens next"
564,178,"knowing that the tide is coming in fast and that some of the children can’t swim, decide whether to try and wade to safety or spend the night on the island"
565,178,"the members of the tribe, having had the experience of trying to move the stone and desiring to go home to help their starving kinsmen, decide whether to bring the stone home or let it sink into the bog"
566,178,"the parents, knowing that a child has fallen into the lake, decide to find out how it happened"
567,179,a whale has landed on the shore: encourage the children to become certain people with attitudes to the whale (other than the children’s own)
568,179,"in a boat scene a group member is briefed to show, in role, how reflective (St.) Patrick is, compared with the other hostages"
569,179,"in role as members of a tribe, the children decide to build a dolmen, but as their characters develop through the drama they decide to abandon the project"
570,179,the Children of Lir meet a group of people who have diverse attitudes to swans
571,180,"if one were to make a soap-opera about the school, enact with others a small group scene that would best encapsulate the school"
572,180,small groups depict people’s reactions at moments of great change in history
573,180,"through a drama about a child whose parents never let him/her do what he/she wants to do, explore and ask questions about freedom and responsibility"
574,181,decide whether the drama is exciting enough and what could be done to make it more exciting
575,181,he/she wonders if a parent would treat his/her child in this way and what direction the drama could take if he/she were kinder
576,181,"in a drama about friendship, the cowboy wonders if he should have told the sheriff what he had seen his friend do"
577,182,"discuss one child’s opinion that the drama is silly, because if the gang had behaved like that they would have been arrested long ago"
578,182,reflect on whether parents generally behave as the parents in the drama did
579,182,"reflect, as a result of doing a drama on a dolmen, on the number of problems people in the past had to solve to get us to the world we have today"
580,182,"the archaeologists from Tutankhamun’s tomb are compiling a history of the dig, and each expert must profile himself/herself and explain his/her work"
581,183,"in a drama about the Famine, explore the relationships between the children who creep out at night into the potato field to see what their elders mean by blight"
582,183,"in a drama allow the relationship between a character and his friend, whom he wants to look at some birds, to develop physically and emotionally as the scene is being enacted"
583,183,"in a drama in which a man from outer space, a landlubber, and a person who has never seen the night try to fish the moon out of the sea, explore the relationships that develop between them"
584,184,"as ‘experts’ on local history, research the kind of lives people led in 1925"
585,184,"for a drama about nomads and settlers, decide how best to arrange the wagons in case of attack"
586,184,"respond to the teacher’s probe, ‘Now that Celia has told the lie, can we tell the truth without seeming to let her down, or what will we do?’"
587,185,"as part of a group, work out what kind of scene will communicate most clearly to others in the class the kind of life lived in our grandparents’ time"
