id,unit_id,title_en_GB
441,95,úsáid a bhaint as teicneolaíocht an eolais mar fhoinse léitheoireachta de réir mar a oireann
442,96,aischothú dearfach a fháil
443,96,an múinteoir a fheiceáil ag scríobh agus ag baint sásaimh as
444,96,rogha a dhéanamh faoi ábhar na scríbhneoireachta
445,96,taithí a fháil ar atmaisféar ranga a léiríonn meas ar an bhfocal scríofa agus a chuireann luach ar dhea-iarrachtaí scríbhneoireachta
446,96,taitneamh agus sásamh a bhaint as gníomhaíochtaí oiriúnacha scríbhneoireachta a chothaíonn féinmhuinín
447,97,abairtí a scríobh
448,97,abairtí le pictiúir a chur san ord ceart chun scéal simplí a scríobh
449,97,ceisteanna faoi scéalta simplí a fhreagairt
450,97,cleachtaí peannaireachta a dhéanamh
451,97,cluichí taitneamhacha focal a imirt
452,97,comhoibriú le páistí eile
453,97,creatlacha réamhcheaptha a chóipeáil agus a iomlánú
454,97,dea-nósanna poncaíochta a fhoghlaim agus a úsáid
455,97,liosta focal a scríobh
456,97,mothúcháin a léiriú trí mheán na scríbhneoireachta
457,97,nuacht shimplí a scríobh
458,97,píosa scríbhneoireachta a athdhréachtú le cabhair ón múinteoir
459,97,scríbhneoireacht fheidhmiúil a chleachtadh
460,97,scríobh do léitheoirí nó d’éisteoirí éagsúla
461,97,scríobh faoi eispéiris chéadfacha
462,97,scríobh faoi phictiúir
463,97,scríobh faoi/fúithi féin go rialta
464,97,scríobh go simplí faoi rudaí pearsanta a thaitníonn nó nach dtaitníonn leis/léi
465,97,scríobh i gcomhthéacsanna cultúrtha
466,97,tabhairt faoi fhocail a litriú go muiníneach
467,98,éisteacht gan bhrú le hábhar tarraingteach
468,98,éisteacht le cuairteoirí chuig an rang
469,98,éisteacht le guthanna eile chomh maith leis an múinteoir agus iad a thuiscint
470,98,éisteacht leis an nGaeilge á húsáid go teagmhasach neamhfhoirmiúil mar ghnáththeanga chumarsáide an ranga agus na scoile
471,98,rogha a dhéanamh ó am go ham faoin ábhar éisteachta
472,99,canúintí ceantar éagsúil a aithint
473,99,cluichí éisteachta a imirt
474,99,éisteacht go muiníneach agus an chaint a thuiscint le cabhair ó leideanna éagsúla agus ón gcomhthéacs
475,99,éisteacht le foghraíocht cheart i gcleachtaí struchtúrtha nó i ndánta agus in amhráin
476,99,éisteacht le treoracha ón múinteoir chun na mothúcháin agus na céadfaí a léiriú le mím nó le pictiúir
477,99,éisteacht leis an nGaeilge i gcomhthéacsanna cultúrtha
478,99,páirt a ghlacadh i ngníomhaíochtaí éisteachta a léiríonn tuiscint
479,99,taithí a fháil ar éisteacht aireach trí ghníomhaíochtaí a dhéanamh bunaithe ar cheist a chuirtear
480,99,taitneamh a bhaint as rithim agus as fuaimeanna dánta agus amhrán
481,100,an Ghaeilge a labhairt go teagmhasach neamhfhoirmiúil sa seomra ranga agus sa scoil chun gnáthriachtanais chumarsáide a chomhlíonadh
482,100,an Ghaeilge a labhairt i gcomhthéacsanna cultúrtha
483,100,plé ag leibhéal simplí faoi ghnéithe d’fheasacht teanga
484,100,rogha a dhéanamh ó am go ham faoin ábhar cainte
485,101,"ábhair shuimiúla a phlé le daoine eile, éisteacht leo le meas ar a dtuairimí"
486,101,ainmfhocail agus focail cháilitheacha a úsáid
487,101,amhráin aeracha le rithim chinnte a chanadh
488,101,an aidiacht shealbhach a úsáid
489,101,caint faoi mhothúcháin agus faoi mhianta
490,101,"caint faoi rudaí a tharla, a tharlaíonn, atá ar siúl agus a tharlóidh"
491,101,ceisteanna a chur agus a fhreagairt
492,101,cluichí teanga a imirt
493,101,dánta a rá
494,101,nuacht shimplí phearsanta a thabhairt
495,101,páirt a ghlacadh i gcleachtaí foghraíochta agus litrithe i gcomhthéacs
496,101,páirt a ghlacadh i rólghlacadh agus seiftiú i suímh éagsúla
497,101,páirt a ghlacadh i sceitsí agus i ndrámaí don stáitse
498,101,"plé a dhéanamh ar eachtraí suimiúla agus ar phearsana i scéalta, dánta agus drámaí"
499,101,réamhfhocail agus forainmneacha réamhfhoclacha a úsáid i gcomhthéacsanna difriúla
