english,irish
explore and discover the possibilities of clay as a medium for imaginative expression,buanna cré mar mheán le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain
"develop line, shape, texture and pattern in clay","líne, cruth, uigeacht agus gréas a fhorbairt i gcré"
use a variety of print-making techniques to make theme-based or non-representational prints,aon de theicníochtaí priontála a úsáid chun priontaí bunaithe ar théama nó priontaí neamhléiritheacha a dhéanamh
experiment with the effects that can be achieved with simple print-making techniques,triail a bhaint as teicníochtaí simplí priontála a úsáid chun torthaí a bhaint amach
"look at, handle and talk about familiar objects for experience of shape, texture and pattern","rudaí coitianta a bhreathnú, a láimhsiú agus a phlé chun taithí a fháil ar uigeacht, ar chruth agus ar ghréas"
look at examples of print design in everyday use,samplaí de phriontdhearadh coitianta simplí a bhreathnú agus a phlé
"look at and talk about his/her work, the work of other children and art prints that have relatively simple shapes, textures and patterns","a s(h)aothar féin, saothar páistí eile agus priontaí ealaíne le cruthanna, le huigeacht agus le gréas réasúnta simplí orthu a bhreathnú agus a phlé"
use colour expressively to interpret themes based on his/her personal or imaginative life,téamaí bunaithe ar a s(h)aol pearsanta nó ar a s(h)aol samhlaíoch a léirmhíniú trí dhath a úsáid go lánléiritheach
paint objects chosen for their colour possibilities,"ábhair, a roghnófaí i ngeall ar na féidearthachtaí datha a bhainfeadh leo, a phéinteáil"
explore the relationship between how things feel and how they look,an coibhneas idir mothú agus cuma rudaí a iniúchadh
explore colour with a variety of materials and media,dath a iniúchadh le raon d'ábhair agus de mheáin
discover harmony and contrast in natural and manufactured objects and through themes chosen for their colour possibilities,comhréiteach agus codarsnacht a fhionnachtain in earraí nádúrtha agus in earraí saothraithe agus trí théamaí a roghnaíodh i ngeall ar a bhféidearthachtaí datha
"discover colour, pattern and rhythm in natural and manufactured objects and interpret them in his/her work","dath, gréas agus rithim a fhionnachtain in earraí nádúrtha agus in earraí saothraithe agus iad a léirmhíniú ina c(h)uid oibre"
"discover colour in the visual environment and become sensitive to tonal variations between light and dark, and to variations in pure colour (hue)",dath a fhionnachtain san amharcthimpeallacht agus bheith íogaireach d'athruithe toin idir geal agus dubh agus d'athruithe i bhfíordhath (lí)
"look at and talk about his/her work, the work of other children and the work of artists","breathnú ar a s(h)aothar féin, ar shaothar páistí eile agus ar shaothar ealaíontóirí agus iad a phlé"
"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities","raon d'fhabraicí agus de shnáithíní éagsúla a bhreathnú, a láimhsiú agus a phlé chun taithí a fháil ar cháilíochtaí tadhaill, spásúlachta agus amhairc"
look at and talk about his/her work and the work of other children,a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé
look at and talk about fabrics crafts and artefacts and visit a craftsperson at work if possible,"fabraicí agus lámhdhéantúsáin ealaíne ón gceardaí a bhreathnú agus a phlé agus cuairt a thabhairt ar cheardaí i mbun oibre, más féidir"
make small inventive pieces with fabric and fibre,fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh
invent a costume,culaithirt a chumadh
explore and discover the possibilities of fabric and fibre as media for imaginative expression,buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain
make drawings based on his/her personal or imaginative life with a growing sense of spatial relationships,líníochtaí bunaithe ar a s(h)aol pearsanta nó ar a s(h)aol samhlaíoch a dhéanamh agus tuiscint fhorásach ar choibhneasa spásúlacha a léiriú iontu
explore shape as seen in natural and manufactured objects and become aware of the shape of shadows cast by objects,iniúchadh a dhéanamh ar chruth in ábhair nádúrtha agus in ábhair shaothraithe agus bheith feasach ar chruth na scáileanna a dhéanann rudaí
"experiment with the marks, lines, shapes, textures, patterns and tones that can be made with different drawing instruments on a range of surfaces","triail a bhaint as marcanna, as línte, as cruthanna, as uigeacht agus as toin a dhéanamh le huirlisí éagsúla líníochta ar raon de dhromchlaí"
draw from observation,líníocht bunaithe ar bhreathnadóireacht a dhéanamh
"look at and talk about his/her work, the work of other children and the work of artists","breathnú ar a s(h)aothar féin, ar shaothar páistí eile agus ar shaothar ealaíontóirí agus iad a phlé"
make imaginative structures,struchtúir shamhlaíocha a dhéanamh
explore and experiment with the properties and characteristics of materials in making structures,airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr
"look at collections or photographs of natural and built structures and investigate spatial arrangements, balance and outline and how the spaces created relate to the whole","cnuasaigh nó grianghraif de struchtúir nádúrtha nó de struchtúir thógtha a bhreathnú agus socruithe spásúlacha, cothromaíocht, imlíne agus an coibhneas idir na spásanna a cruthaíodh agus an t-iomlán a imscrúdú"
look at and talk about his/her work and the work of other children,a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé
"look at and talk about a local building complex, at a famous building and at visually stimulating artefacts (or slides or prints)","coimpléasc áitiúil, foirgneamh cáiliúil agus lámhdhéantúsáin amharcspreagúla (nó sleamhnáin nó priontaí díobh) a bhreathnú agus a phlé"
"look at, handle and talk about natural and manufactured objects for experience of three-dimensional form","earraí nadúrtha nó earraí saothraithe a bhreathnú, a láimhsiú agus a phlé chun taithí a fháil ar fhoirm thríthoiseach"
"look at and talk about his/her work, the work of other children and figures by famous sculptors with contrasting styles (or slides or prints)","breathnú ar a s(h)aothar féin, ar shaothar páistí eile agus ar dhealbha a chum dealbhóirí cáiliúla a raibh stíleanna difriúla acu (nó sleamhnáin nó priontaí) agus iad a phlé"
work inventively with cubes or oblong blocks of clay and add details to suggest a solid structure,oibriú go cruthaitheach le bloic chiúbacha nó dhronuilleacha chré agus mionrudaí a chur leo chun struchtúr daingean a chur in iúl
make simple pottery,potaireacht shimplí a dhéanamh
explore and discover the possibilities of clay as a medium for imaginative expression,buanna cré mar mheán le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain
"experiment with and develop line, shape, texture and pattern in clay","líne, cruth, uigeacht agus gréas a thástáil agus a fhorbairt i gcré"
"change the form of a small ball of clay, using the medium expressively",an meán a úsáid go lánléiritheach agus foirm liathróide bige cré á hathrú
use a variety of print-making techniques to make theme-based or non-representational prints,aon de theicníochtaí priontála a úsáid chun priontaí bunaithe ar théama nó priontaí neamhléiritheacha a dhéanamh
experiment with the effects that can be achieved with simple print-making techniques,triail a bhaint as teicníochtaí simplí priontála a úsáid chun torthaí a bhaint amach
"look at, handle and talk about familiar objects for experience of shape, texture and pattern","rudaí coitianta a bhreathnú, a láimhsiú agus a phlé chun taithí a fháil ar uigeacht, ar chruth agus ar ghréas"
look at examples of print design in everyday use,samplaí de phriontdhearadh coitianta simplí a bhreathnú agus a phlé
"look at and talk about his/her work, the work of other children and art prints that have relatively simple shapes, textures and patterns","a s(h)aothar féin, saothar páistí eile agus priontaí ealaíne le cruthanna, le huigeacht agus le gréas réasúnta simplí orthu a bhreathnú agus a phlé"
use colour expressively to interpret themes based on his/her personal or imaginative life,téamaí bunaithe ar a s(h)aol pearsanta nó ar a s(h)aol samhlaíoch a léirmhíniú trí dhath a úsáid go lánléiritheach
paint objects chosen for their colour possibilities,"ábhair, a roghnófaí i ngeall ar na féidearthachtaí datha a bhainfeadh leo, a phéinteáil"
explore the relationship between how things feel and how they look,an coibhneas idir mothú agus cuma rudaí a iniúchadh
explore colour with a variety of materials and media,dath a iniúchadh le raon d'ábhair agus de mheáin
discover harmony and contrast in natural and manufactured objects and through themes chosen for their colour possibilities,comhréiteach agus codarsnacht a fhionnachtain in earraí nádúrtha agus in earraí saothraithe agus trí théamaí a roghnaíodh i ngeall ar a bhféidearthachtaí datha
"discover colour, pattern and rhythm in natural and manufactured objects and interpret them in his/her work","dath, gréas agus rithim a fhionnachtain in earraí nádúrtha agus in earraí saothraithe agus iad a léirmhíniú ina c(h)uid oibre"
"discover colour in the visual environment and become sensitive to tonal variations between light and dark, and to variations in pure colour (hue)",dath a fhionnachtain san amharcthimpeallacht agus bheith íogaireach d'athruithe toin idir geal agus dubh agus d'athruithe i bhfíordhath (lí)
"look at and talk about his/her work, the work of other children and the work of artists","breathnú ar a s(h)aothar féin, ar shaothar páistí eile agus ar shaothar ealaíontóirí agus iad a phlé"
